Date|Time|Symbol|Strike|Call_Put|Expiration|Alert_Type|Side|Vol|OI|Vol_OI_Ratio|Premium|OTM_Pct|Bid_Ask_Pct|Avg_Fill|Multileg_Vol
2026-01-15|07:52:04|HSAI|30.0|CALL|2/20/2026|Hot Contract|Ask|0|1387|2.17|450K|7%|0/100|1.50|0%
2026-01-15|07:53:58|GLXY|22.0|PUT|2/13/2026|Hot Contract|Ask|0|60|42.25|110K|25%|26/74|0.43|0%
2026-01-15|07:54:57|QBTS|32.5|PUT|1/23/2026|Interval (5 min)|Ask|0|7|204.29|379K||0/100|2.65|0%
2026-01-15|07:58:09|APP|555.0|PUT|1/23/2026|Interval (5 min)|Ask|0|49|20.41|422K|10%|12/75|4.22|0%
2026-01-15|07:59:18|HSAI|30.0|CALL|2/20/2026|Hot Contract|Ask|0|1387|2.41|501K|7%|5/94|1.50|0%
2026-01-15|08:05:41|LPTH|20.0|CALL|3/20/2026|Interval (5 min)|Ask|0|14|86.64|200K|36%|0/100|1.65|0%
2026-01-15|08:09:17|MSFT|455.0|CALL|1/23/2026|Interval (5 min)|Ask|1|230|4.37|820K||1/69|8.15|1%
2026-01-15|08:10:53|MSFT|455.0|CALL|7/17/2026|Hot Contract|Ask|0|30|10.00|1.23M||2/98|40.87|0%
2026-01-15|08:11:12|KLAC|1640.0|CALL|2/20/2026|Hot Contract|Ask|1|17|10.12|1.08M|6%|26/74|62.88|1%
2026-01-15|08:12:09|LEN|117.0|PUT|1/23/2026|Interval (5 min)|Ask|0|90|13.38|271K|3%|0/100|2.25|0%
2026-01-15|08:22:11|GOOGL|330.0|PUT|2/27/2026|Interval (5 min)|Ask|0|78|36.05|3.95M|1%|18/82|14.06|0%
2026-01-15|08:22:13|GOOGL|330.0|PUT|2/27/2026|Hot Contract|Ask|0|78|36.06|3.96M|1%|18/82|14.06|0%
2026-01-15|08:24:48|AMD|250.0|CALL|1/23/2026|Hot Contract|Ask|3|2751|2.09|1.39M|5%|25/72|2.41|3%
2026-01-15|08:24:49|AMD|250.0|CALL|1/23/2026|Hot Contract|Ask|3|2751|2.09|1.39M|5%|25/72|2.41|3%
2026-01-15|08:25:34|MSFT|457.5|CALL|1/16/2026|Hot Contract|Ask|4|664|4.60|1.28M|0%|26/73|4.19|4%
2026-01-15|08:25:35|MSFT|457.5|CALL|1/16/2026|Hot Contract|Ask|4|664|4.60|1.28M|0%|26/73|4.19|4%
2026-01-15|08:29:15|ACHR|13.0|CALL|6/18/2026|Hot Contract|Ask|2|1915|1.52|267K|45%|5/91|0.92|2%
2026-01-15|08:31:35|MKSI|230.0|CALL|2/20/2026|Hot Contract|Ask|0|||533K|10%|0/100|7.10|0%
2026-01-15|08:33:57|BAC|55.0|CALL|2/6/2026|Hot Contract|Ask|0|1456|3.03|173K|4%|3/95|0.39|0%
2026-01-15|08:38:34|GLXY|22.5|PUT|2/27/2026|Hot Contract|Ask|0|1|2|168K|26%|23/77|0.67|0%
2026-01-15|08:38:36|GLXY|22.5|PUT|2/27/2026|Interval (5 min)|Ask|0|1|3|203K|26%|31/69|0.67|0%
2026-01-15|08:38:51|CTRA|25.5|CALL|1/16/2026|Hot Contract|Ask|0|850|3.72|115K|0%|4/95|0.36|0%
2026-01-15|08:39:16|BA|325.0|CALL|1/15/2027|Hot Contract|Ask|0|791|2.22|2.18M|32%|22/70|12.42|0%
2026-01-15|08:39:43|OGN|8.0|PUT|2/20/2026|Interval (5 min)|Ask|0|1202|3.83|207K|5%|9/91|0.45|0%
2026-01-15|08:39:44|OGN|8.0|PUT|2/20/2026|Hot Contract|Ask|0|1202|3.98|215K|6%|13/87|0.45|0%
2026-01-15|08:40:17|OGN|7.5|PUT|3/20/2026|Interval (5 min)|Ask|0|770|5.29|203K|10%|0/100|0.50|0%
2026-01-15|08:40:17|OGN|7.5|PUT|3/20/2026|Hot Contract|Ask|0|770|6.47|249K|11%|5/95|0.50|0%
2026-01-15|08:41:16|AVGO|340.0|PUT|1/23/2026|Hot Contract|Ask|11|1537|1.70|1.28M|2%|13/83|4.89|11%
2026-01-15|08:43:55|LPTH|20.0|CALL|3/20/2026|Hot Contract|Ask|0|14|181.29|395K|44%|16/80|1.55|0%
2026-01-15|08:46:24|GOOGL|330.0|PUT|2/20/2026|Interval (5 min)|Ask|0|3175|2.20|9.06M|1%|0/100|13.00|0%
2026-01-15|08:46:26|GOOGL|330.0|PUT|2/20/2026|Hot Contract|Ask|1|3175|3.44|14.17M|1%|3/95|12.99|1%
2026-01-15|08:47:02|APP|530.0|PUT|1/23/2026|Interval (5 min)|Ask|0|149|6.81|221K|13%|1/98|2.17|0%
2026-01-15|08:47:43|CTRA|26.0|CALL|1/16/2026|Hot Contract|Ask|0|3277|1.75|178K|1%|6/94|0.31|0%
2026-01-15|08:54:43|UMAC|17.5|CALL|2/20/2026|Interval (5 min)|Ask|0|1543|1.25|347K|8%|17/74|1.79|0%
2026-01-15|08:59:14|RZLV|5.0|CALL|1/23/2026|Hot Contract|Ask|0|366|146.29|1.13M|7%|12/70|0.21|0%
2026-01-15|09:01:01|QBTS|32.0|CALL|2/13/2026|Interval (5 min)|Ask|0|84|19.07|436K|6%|0/100|2.72|0%
2026-01-15|09:06:34|ACHR|14.0|CALL|6/18/2026|Hot Contract|Ask|0|1076|2.95|257K|53%|2/96|0.81|0%
2026-01-15|09:13:53|QBTS|32.0|CALL|2/13/2026|Hot Contract|Ask|0|84|21.88|500K|7%|8/91|2.72|0%
2026-01-15|09:15:25|MU|345.0|PUT|1/23/2026|Hot Contract|Ask|0|371|28.75|11.7M||13/71|10.97|0%
2026-01-15|09:16:24|MU|310.0|PUT|1/23/2026|Interval (5 min)|Ask|0|871|1.63|203K|10%|0/100|1.43|0%
2026-01-15|09:25:51|PDD|100.0|PUT|1/23/2026|Interval (5 min)|Ask|0|619|9.44|230K|8%|3/97|0.39|0%
2026-01-15|09:25:52|PDD|100.0|PUT|1/23/2026|Hot Contract|Ask|0|619|9.97|243K|8%|7/93|0.39|0%
2026-01-15|09:26:31|CCL|29.5|PUT|1/23/2026|Hot Contract|Ask|0|588|4.26|130K|1%|16/84|0.52|0%
2026-01-15|09:30:33|AG|25.0|CALL|7/17/2026|Hot Contract|Ask|2|1168|2.02|766K|25%|8/87|3.25|2%
2026-01-15|09:40:59|BULL|9.0|CALL|1/23/2026|Hot Contract|Ask|0|3544|2.54|105K|6%|16/82|0.12|0%
2026-01-15|09:48:59|INTC|33.0|PUT|2/20/2026|Interval (5 min)|Ask|0|5251|3.81|340K|32%|0/100|0.17|0%
2026-01-15|09:49:01|INTC|33.0|PUT|2/20/2026|Hot Contract|Ask|0|5251|3.83|341K|32%|0/100|0.17|0%
2026-01-15|09:51:02|MU|310.0|PUT|1/23/2026|Hot Contract|Ask|18|871|3.08|391K|9%|9/88|1.46|18%
2026-01-15|09:56:04|VNET|15.0|CALL|3/20/2026|Hot Contract|Ask|0|1813|1.55|196K|32%|11/89|0.70|0%
2026-01-15|10:02:43|SPOT|420.0|PUT|3/20/2026|Interval (5 min)|Ask|0|111|9.01|600K|18%|0/88|6.00|0%
2026-01-15|10:24:17|SWK|82.5|PUT|4/17/2026|Interval (5 min)|Ask|4|11|91.73|545K|2%|1/99|5.40|4%
2026-01-15|10:39:18|CORZ|20.0|CALL|1/30/2026|Hot Contract|Ask|0|683|3.84|131K|10%|22/75|0.50|0%
2026-01-15|10:45:14|FCX|70.0|CALL|4/17/2026|Interval (5 min)|Ask|0|349|14.33|1.08M|16%|0/100|2.16|0%
2026-01-15|10:45:16|FCX|70.0|CALL|4/17/2026|Hot Contract|Ask|0|349|14.50|1.09M|17%|0/100|2.16|0%
2026-01-15|10:45:17|FCX|70.0|CALL|4/17/2026|Hot Contract|Ask|0|349|14.50|1.09M|17%|0/100|2.16|0%
2026-01-15|10:46:57|PLAB|40.0|CALL|2/20/2026|Hot Contract|Ask|0|293|9.15|164K|18%|17/78|0.61|0%
2026-01-15|10:50:18|CTRA|26.0|CALL|1/30/2026|Hot Contract|Ask|0|138|18.41|197K||11/79|0.78|0%
2026-01-15|10:52:41|CTRA|27.0|CALL|1/30/2026|Hot Contract|Ask|0|71|35.34|222K|3%|20/80|0.89|0%
2026-01-15|10:53:30|CTRA|26.5|CALL|1/23/2026|Hot Contract|Ask|0|56|61.61|198K|1%|8/91|0.57|0%
2026-01-15|11:09:57|DNN|4.0|CALL|2/20/2026|Hot Contract|Ask|1|989|4.78|101K|12%|16/84|0.21|1%
2026-01-15|11:10:58|CIFR|12.0|PUT|2/27/2026|Hot Contract|Ask|0|19|135.89|107K|33%|0/100|0.42|0%
2026-01-15|11:12:58|RZLV|5.0|CALL|1/23/2026|Hot Contract|Ask|0|366|184.26|1.48M|5%|12/74|0.22|0%
2026-01-15|11:13:03|TSM|345.0|CALL|1/23/2026|Hot Contract|Ask|2|774|49.48|31.44M|0%|23/70|8.21|2%
2026-01-15|11:13:03|TSM|345.0|CALL|1/23/2026|Hot Contract|Ask|2|774|49.48|31.44M|0%|23/70|8.21|2%
2026-01-15|11:15:05|BE|140.0|CALL|2/27/2026|Hot Contract|Ask|0|247|2.13|1.21M||1/99|23.08|0%
2026-01-15|11:18:11|OKLO|60.0|PUT|1/23/2026|Hot Contract|Ask|0|2567|6.03|184K|37%|6/89|0.12|0%
2026-01-15|11:27:33|PLTR|175.0|CALL|4/17/2026|Hot Contract|Ask|1|1142|2.03|5.08M||7/92|21.90|1%
2026-01-15|11:34:04|ONDS|20.0|CALL|2/20/2026|Interval (5 min)|Ask|0|3771|2.25|416K|48%|0/100|0.49|0%
2026-01-15|11:34:06|ONDS|20.0|CALL|2/20/2026|Hot Contract|Ask|0|3771|2.87|526K|48%|15/85|0.49|0%
2026-01-15|11:34:07|ONDS|20.0|CALL|2/20/2026|Hot Contract|Ask|0|3771|2.87|526K|48%|15/85|0.49|0%
2026-01-15|11:36:44|IONQ|30.0|PUT|2/13/2026|Hot Contract|Ask|0|38|124.58|118K|39%|0/100|0.25|0%
2026-01-15|11:49:33|SSYS|12.5|CALL|2/20/2026|Hot Contract|Ask|1|1072|3.12|110K|11%|2/84|0.33|1%
2026-01-15|11:51:39|NRG|160.0|CALL|3/20/2026|Hot Contract|Ask|0|99|20.31|2.4M|1%|0/100|11.95|0%
2026-01-15|11:58:29|IONQ|50.0|CALL|1/23/2026|Interval (5 min)|Ask|1|669|1.71|251K|1%|9/87|2.19|1%
2026-01-15|11:58:30|IONQ|50.0|CALL|1/23/2026|Hot Contract|Ask|1|669|3.91|578K|1%|13/85|2.21|1%
2026-01-15|11:58:31|IONQ|50.0|CALL|1/23/2026|Hot Contract|Ask|1|669|3.91|578K|1%|13/85|2.21|1%
2026-01-15|12:01:34|QURE|19.0|PUT|4/17/2026|Interval (5 min)|Ask|0|164|6.10|438K|15%|13/82|4.38|0%
2026-01-15|12:04:40|TGT|112.0|CALL|1/30/2026|Interval (5 min)|Ask|0|39|25.67|240K|1%|0/100|2.40|0%
2026-01-15|12:11:03|WMT|124.0|CALL|1/23/2026|Hot Contract|Ask|1|480|9.20|150K|4%|3/96|0.34|1%
2026-01-15|12:12:50|AG|21.0|CALL|3/20/2026|Interval (5 min)|Ask|0|||814K|4%|0/100|2.71|0%
2026-01-15|12:12:53|AG|21.0|CALL|3/20/2026|Hot Contract|Ask|0|||833K|4%|1/99|2.71|0%
2026-01-15|12:12:55|AG|21.0|CALL|3/20/2026|Hot Contract|Ask|0|||833K|4%|1/99|2.71|0%
2026-01-15|12:14:53|TGT|112.0|CALL|1/30/2026|Hot Contract|Ask|1|39|53.26|501K|1%|7/92|2.41|1%
2026-01-15|12:18:38|FIG|30.0|PUT|2/20/2026|Interval (5 min)|Ask|0|1110|1.39|263K|7%|0/100|1.71|0%
2026-01-15|12:26:39|NBIS|103.0|PUT|1/16/2026|Hot Contract|Ask|1|712|3.71|351K|4%|22/76|1.33|1%
2026-01-15|12:30:38|PFE|25.5|PUT|1/23/2026|Hot Contract|Ask|3|1403|1.93|100K|1%|18/77|0.37|3%
2026-01-15|12:47:37|BCRX|7.0|CALL|2/20/2026|Hot Contract|Ask|0|991|3.89|171K|2%|3/96|0.44|0%
2026-01-15|12:55:34|HL|29.0|CALL|3/20/2026|Interval (5 min)|Ask|0|256|5.86|387K|15%|0/100|2.58|0%
2026-01-15|12:55:39|HL|29.0|CALL|3/20/2026|Hot Contract|Ask|0|256|8.33|549K|15%|24/76|2.58|0%
2026-01-15|12:59:03|GLXY|33.0|PUT|1/16/2026|Interval (5 min)|Ask|0|2|876.00|205K||0/95|1.17|0%
2026-01-15|13:01:20|SGML|14.0|PUT|1/16/2026|Hot Contract|Ask|0|1128|2.98|112K|3%|20/78|0.33|0%
2026-01-15|13:02:53|TLN|450.0|CALL|5/15/2026|Hot Contract|Ask|0|17|9.12|600K|7%|3/97|38.68|0%
2026-01-15|13:06:17|F|13.5|PUT|1/23/2026|Hot Contract|Ask|0|1884|11.56|206K|2%|1/94|0.09|0%
2026-01-15|13:10:41|MSTR|145.0|PUT|4/17/2026|Interval (5 min)|Ask|0|275|3.72|1.14M|17%|0/100|11.10|0%
2026-01-15|13:11:11|RDDT|227.5|CALL|1/23/2026|Hot Contract|Ask|3|5|114.60|570K||5/93|9.95|3%
2026-01-15|13:27:43|DAVE|200.0|CALL|3/20/2026|Hot Contract|Ask|0|73|3.25|508K|7%|0/100|21.42|0%
2026-01-15|13:32:10|WMT|119.0|PUT|1/23/2026|Hot Contract|Ask|4|774|3.23|362K|0%|23/75|1.45|4%
2026-01-15|13:32:46|DDOG|120.0|PUT|1/30/2026|Interval (5 min)|Ask|0|443|2.59|471K|0%|7/93|4.10|0%
2026-01-15|13:37:08|CRCL|76.0|CALL|1/16/2026|Interval (5 min)|Ask|0|54|18.59|216K||0/100|2.15|0%
2026-01-15|13:40:26|TGT|112.0|CALL|1/30/2026|Hot Contract|Ask|1|39|64.21|619K|0%|20/78|2.47|1%
2026-01-15|13:44:09|SWK|82.5|PUT|4/17/2026|Hot Contract|Ask|1|11|269.18|1.58M|2%|14/84|5.35|1%
2026-01-15|13:44:10|LRCX|227.5|CALL|1/16/2026|Hot Contract|Ask|2|1916|1.50|252K|4%|16/73|0.88|2%
2026-01-15|13:46:41|UPST|57.5|CALL|2/20/2026|Interval (5 min)|Ask|0|160|6.25|233K|20%|0/100|2.33|0%
2026-01-15|13:50:42|NVDA|172.5|PUT|1/30/2026|Hot Contract|Ask|6|3375|2.12|765K|8%|12/70|1.07|6%
2026-01-15|13:50:42|NVDA|172.5|PUT|1/30/2026|Hot Contract|Ask|6|3375|2.12|765K|8%|12/70|1.07|6%
2026-01-16|07:30:48|OKLO|87.0|PUT|1/16/2026|Hot Contract|Ask|0|459|6.54|132K|6%|0/100|0.44|0%
2026-01-16|07:31:43|MU|360.0|PUT|1/16/2026|Interval (5 min)|Ask|0|224|4.55|341K|1%|10/66|3.34|0%
2026-01-16|07:31:47|OKLO|87.0|PUT|1/16/2026|Interval (5 min)|Ask|0|459|10.23|225K|5%|0/100|0.48|0%
2026-01-16|07:32:56|MU|360.0|PUT|2/20/2026|Interval (5 min)|Ask|2|90|11.12|2.41M|0%|4/92|24.11|2%
2026-01-16|07:33:31|CENX|55.0|CALL|1/15/2027|Hot Contract|Ask|0|13|38.46|535K|15%|5/95|10.70|0%
2026-01-16|07:33:50|MU|360.0|PUT|1/23/2026|Interval (5 min)|Ask|16|77|13.00|1.07M|0%|20/76|10.69|16%
2026-01-16|07:34:41|TPC|85.0|CALL|12/18/2026|Hot Contract|Ask|0|||625K|12%|13/87|12.50|0%
2026-01-16|07:34:43|COHR|250.0|CALL|4/17/2026|Hot Contract|Ask|0|264|2.12|801K|25%|0/100|14.30|0%
2026-01-16|07:36:00|BW|12.5|CALL|1/15/2027|Hot Contract|Ask|0|708|2.83|540K|45%|16/84|2.70|0%
2026-01-16|07:36:23|COHR|260.0|CALL|6/18/2026|Hot Contract|Ask|0|39|7.54|667K|29%|2/98|22.69|0%
2026-01-16|07:40:37|HUBS|250.0|PUT|3/20/2026|Interval (5 min)|Ask|0|10|103.00|467K|21%|0/100|4.53|0%
2026-01-16|07:40:43|ORCL|180.0|PUT|1/23/2026|Interval (5 min)|Ask|0|2182|4.58|1.6M|4%|0/100|1.60|0%
2026-01-16|07:40:48|ORCL|180.0|PUT|1/23/2026|Hot Contract|Ask|0|2182|4.69|1.64M|4%|1/99|1.60|0%
2026-01-16|07:40:51|CCJ|130.0|CALL|3/20/2026|Interval (5 min)|Ask|0|637|1.57|488K|13%|0/100|4.88|0%
2026-01-16|07:41:06|CCJ|130.0|CALL|3/20/2026|Hot Contract|Ask|1|637|2.11|660K|12%|0/100|4.90|1%
2026-01-16|07:41:13|TE|7.0|PUT|1/16/2026|Interval (5 min)|Ask|0|1944|4.21|204K|4%|0/100|0.25|0%
2026-01-16|07:41:13|TE|7.0|PUT|1/16/2026|Hot Contract|Ask|0|1944|5.05|245K|4%|0/100|0.25|0%
2026-01-16|07:41:27|MU|365.0|PUT|1/23/2026|Interval (5 min)|Ask|0|16|62.69|1.14M|0%|2/76|11.40|0%
2026-01-16|07:46:54|META|640.0|CALL|1/23/2026|Hot Contract|Ask|1|3481|1.52|1.77M|2%|13/80|3.33|1%
2026-01-16|07:47:38|COHR|240.0|CALL|3/20/2026|Hot Contract|Ask|0|225|3.36|1.04M|21%|24/76|13.69|0%
2026-01-16|07:48:10|RKT|25.0|CALL|1/23/2026|Interval (5 min)|Ask|0|998|3.38|201K|3%|5/95|0.60|0%
2026-01-16|07:48:11|RKT|25.0|CALL|1/23/2026|Hot Contract|Ask|0|998|4.28|255K|3%|4/95|0.60|0%
2026-01-16|07:49:19|BILL|55.0|CALL|2/20/2026|Interval (5 min)|Ask|0|302|3.31|230K|15%|2/98|2.30|0%
2026-01-16|07:53:38|ASTS|140.0|CALL|5/15/2026|Interval (5 min)|Ask|0|556|3.60|4.31M|18%|0/97|21.57|0%
2026-01-16|07:53:41|ASTS|140.0|CALL|5/15/2026|Hot Contract|Ask|0|556|3.61|4.32M|19%|0/97|21.56|0%
2026-01-16|07:55:59|ASTS|80.0|PUT|4/17/2026|Interval (5 min)|Ask|0|30|33.33|650K|33%|0/90|6.50|0%
2026-01-16|07:56:38|MU|330.0|PUT|3/20/2026|Interval (5 min)|Ask|1|2291|4.30|21.67M|9%|1/99|22.00|1%
2026-01-16|07:56:41|MU|330.0|PUT|3/20/2026|Hot Contract|Ask|2|2291|4.53|22.84M|9%|1/99|21.99|2%
2026-01-16|07:57:25|MU|345.0|PUT|1/30/2026|Interval (5 min)|Ask|0|413|3.13|1.16M|4%|0/100|9.00|0%
2026-01-16|07:57:26|MU|345.0|PUT|1/30/2026|Hot Contract|Ask|3|413|19.68|7.3M|4%|0/100|8.98|3%
2026-01-16|07:59:52|ASTS|115.0|PUT|1/16/2026|Interval (5 min)|Ask|0|9|140.33|205K|1%|30/65|1.62|0%
2026-01-16|08:02:35|META|640.0|CALL|1/23/2026|Hot Contract|Ask|1|3481|2.01|2.3M|2%|20/70|3.29|1%
2026-01-16|08:03:57|QXO|21.0|PUT|2/20/2026|Hot Contract|Ask|0|224|11.18|103K|11%|0/100|0.41|0%
2026-01-16|08:04:38|QXO|21.0|PUT|2/20/2026|Interval (5 min)|Ask|0|224|22.56|205K|12%|0/100|0.41|0%
2026-01-16|08:06:49|RKT|35.0|CALL|6/18/2026|Interval (5 min)|Ask|0|923|1.75|204K|45%|0/100|1.26|0%
2026-01-16|08:06:51|RKT|35.0|CALL|6/18/2026|Hot Contract|Ask|0|923|5.42|630K|45%|0/100|1.26|0%
2026-01-16|08:06:52|RKT|35.0|CALL|6/18/2026|Hot Contract|Ask|0|923|5.42|630K|45%|0/100|1.26|0%
2026-01-16|08:07:59|FE|45.0|PUT|2/20/2026|Hot Contract|Ask|0|6800|1.88|832K|4%|21/75|0.65|0%
2026-01-16|08:08:35|HAL|32.0|PUT|2/20/2026|Interval (5 min)|Ask|0|1089|1.86|242K|1%|0/100|1.19|0%
2026-01-16|08:08:37|HAL|32.0|PUT|2/20/2026|Hot Contract|Ask|0|1089|2.75|357K|1%|0/100|1.19|0%
2026-01-16|08:20:23|DHI|150.0|PUT|1/23/2026|Interval (5 min)|Ask|0|975|1.56|331K|6%|0/100|2.18|0%
2026-01-16|08:20:26|DHI|150.0|PUT|1/23/2026|Hot Contract|Ask|0|975|2.98|632K|6%|0/100|2.18|0%
2026-01-16|08:20:40|NOW|132.0|CALL|2/20/2026|Interval (5 min)|Ask|0|131|8.73|662K|3%|0/100|5.79|0%
2026-01-16|08:20:41|NOW|132.0|CALL|2/20/2026|Hot Contract|Ask|2|131|9.63|730K|3%|2/98|5.79|2%
2026-01-16|08:21:53|UEC|15.0|PUT|3/20/2026|Interval (5 min)|Ask|0|1506|1.45|215K|17%|4/74|0.99|0%
2026-01-16|08:24:19|PANW|205.0|CALL|1/30/2026|Hot Contract|Ask|0|239|19.21|213K|11%|3/91|0.46|0%
2026-01-16|08:26:46|CRCL|90.0|CALL|1/30/2026|Hot Contract|Ask|1|2593|1.52|353K|16%|7/81|0.90|1%
2026-01-16|08:34:55|HIMS|31.5|CALL|1/16/2026|Hot Contract|Ask|1|1245|2.16|100K|0%|19/74|0.37|1%
2026-01-16|08:43:44|ASTS|140.0|CALL|5/15/2026|Hot Contract|Ask|0|556|5.10|6.03M|23%|19/79|21.26|0%
2026-01-16|08:51:07|IBRX|7.5|CALL|2/20/2026|Hot Contract|Ask|1|||181K|41%|19/70|0.35|1%
2026-01-16|08:53:51|PLTR|172.5|CALL|1/23/2026|Interval (5 min)|Ask|0|502|4.02|920K|0%|12/65|4.56|0%
2026-01-16|08:54:23|CSTM|21.0|PUT|2/20/2026|Interval (5 min)|Ask|0|14|178.43|220K|6%|5/79|0.88|0%
2026-01-16|08:54:25|CSTM|21.0|PUT|2/20/2026|Hot Contract|Ask|0|14|178.57|220K|6%|5/79|0.88|0%
2026-01-16|08:54:27|DKS|195.0|PUT|3/20/2026|Interval (5 min)|Ask|0|540|2.84|1.13M|10%|0/67|7.36|0%
2026-01-16|08:55:34|GOOG|395.0|CALL|5/15/2026|Hot Contract|Ask|0|158|3.98|535K|20%|0/100|8.50|0%
2026-01-16|08:58:27|ASML|2000.0|CALL|12/18/2026|Hot Contract|Ask|0|||585K|48%|25/75|73.12|0%
2026-01-16|09:00:47|RKLB|98.0|CALL|2/13/2026|Hot Contract|Ask|1|5|103.40|530K||1/98|10.26|1%
2026-01-16|09:07:42|C|119.0|CALL|1/16/2026|Hot Contract|Ask|1|1997|3.70|116K|1%|12/85|0.16|1%
2026-01-16|09:09:39|C|122.0|CALL|1/23/2026|Hot Contract|Ask|1|2341|1.78|162K|3%|0/99|0.39|1%
2026-01-16|09:20:04|SMCI|30.0|PUT|1/23/2026|Hot Contract|Ask|5|1368|3.36|258K|5%|22/73|0.56|5%
2026-01-16|09:27:14|NVO|61.0|CALL|2/6/2026|Hot Contract|Ask|0|349|6.49|612K|0%|27/72|2.70|0%
2026-01-16|09:39:35|NVO|61.0|CALL|2/6/2026|Hot Contract|Ask|0|349|8.67|876K||24/75|2.89|0%
2026-01-16|09:48:54|CIFR|35.0|CALL|6/18/2026|Interval (5 min)|Ask|0|1432|1.25|379K|81%|28/72|2.11|0%
2026-01-16|09:48:56|CIFR|35.0|CALL|6/18/2026|Hot Contract|Ask|0|1432|7.02|2.15M|82%|5/95|2.14|0%
2026-01-16|09:48:56|CIFR|35.0|CALL|6/18/2026|Hot Contract|Ask|0|1432|7.02|2.15M|82%|5/95|2.14|0%
2026-01-16|09:50:05|OPEN|8.0|CALL|1/23/2026|Hot Contract|Ask|3|6748|1.78|100K|18%|17/82|0.08|3%
2026-01-16|09:54:50|C|123.0|CALL|1/23/2026|Hot Contract|Ask|0|251|15.47|128K|4%|1/99|0.33|0%
2026-01-16|09:56:14|JPM|322.5|CALL|1/23/2026|Hot Contract|Ask|9|1080|2.59|226K|3%|6/92|0.81|9%
2026-01-16|09:59:35|PLNT|100.0|CALL|2/20/2026|Interval (5 min)|Ask|0|285|3.54|241K|4%|23/77|2.39|0%
2026-01-16|10:02:15|CRCL|90.0|CALL|1/30/2026|Hot Contract|Ask|1|2593|2.19|515K|15%|10/81|0.91|1%
2026-01-16|10:06:05|DLR|140.0|PUT|6/18/2026|Interval (5 min)|Ask|0|54|18.76|455K|15%|9/91|4.49|0%
2026-01-16|10:06:51|NBIS|160.0|CALL|8/21/2026|Hot Contract|Ask|0|9|32.89|500K|46%|21/78|16.90|0%
2026-01-16|10:07:11|DLR|140.0|PUT|3/20/2026|Interval (5 min)|Ask|0|570|1.89|202K|15%|19/81|1.87|0%
2026-01-16|10:10:55|CRM|240.0|CALL|1/23/2026|Hot Contract|Ask|3|1052|2.55|179K|5%|16/82|0.67|3%
2026-01-16|10:16:40|IOT|36.0|PUT|1/30/2026|Interval (5 min)|Ask|0|55|25.40|210K||0/100|1.50|0%
2026-01-16|10:17:18|IBRX|7.5|CALL|4/17/2026|Interval (5 min)|Ask|0|||214K|40%|0/100|1.07|0%
2026-01-16|10:21:16|CLSK|13.0|PUT|3/20/2026|Hot Contract|Ask|1|2724|1.61|772K|4%|18/81|1.76|1%
2026-01-16|10:23:46|CRWD|472.5|CALL|1/23/2026|Interval (5 min)|Ask|0|79|13.96|416K|3%|0/100|3.77|0%
2026-01-16|10:23:57|IBRX|7.5|CALL|4/17/2026|Hot Contract|Ask|0|||263K|39%|4/92|1.05|0%
2026-01-16|10:26:03|DAVE|220.0|CALL|8/21/2026|Hot Contract|Ask|0|||511K|13%|0/100|40.52|0%
2026-01-16|10:31:08|PLTR|140.0|PUT|1/30/2026|Hot Contract|Ask|4|2174|1.50|111K|19%|21/77|0.34|4%
2026-01-16|10:42:17|CRWD|472.5|CALL|1/23/2026|Hot Contract|Ask|1|79|22.87|641K|4%|5/93|3.55|1%
2026-01-16|10:51:51|VZ|39.0|CALL|2/6/2026|Interval (5 min)|Ask|0|170|29.41|500K|0%|0/100|1.00|0%
2026-01-16|10:51:53|VZ|39.0|CALL|2/6/2026|Hot Contract|Ask|0|170|29.68|505K|0%|0/99|1.00|0%
2026-01-16|10:51:53|VZ|39.0|CALL|2/6/2026|Hot Contract|Ask|0|170|29.68|505K|0%|0/99|1.00|0%
2026-01-16|10:55:43|RIVN|17.0|CALL|1/23/2026|Hot Contract|Ask|3|1296|1.93|102K|1%|10/74|0.41|3%
2026-01-16|10:56:58|CRWV|125.0|CALL|2/27/2026|Hot Contract|Ask|0|87|12.08|582K|23%|30/70|5.54|0%
2026-01-16|11:04:06|LDI|3.5|CALL|6/18/2026|Hot Contract|Ask|0|2328|1.58|255K|9%|0/100|0.69|0%
2026-01-16|11:16:23|CSGP|70.0|CALL|1/15/2027|Hot Contract|Ask|0|166|5.77|957K|7%|14/86|9.99|0%
2026-01-16|11:18:13|MSTR|177.5|CALL|1/16/2026|Hot Contract|Ask|13|1627|2.31|100K|3%|23/71|0.27|13%
2026-01-16|11:28:04|HD|395.0|CALL|1/23/2026|Hot Contract|Ask|1|1470|1.71|156K|4%|14/86|0.62|1%
2026-01-16|11:31:08|WMT|124.0|CALL|1/30/2026|Hot Contract|Ask|0|468|9.04|214K|5%|0/99|0.50|0%
2026-01-16|11:55:37|WMT|135.0|CALL|1/15/2027|Hot Contract|Ask|0|380|9.53|2.59M|14%|0/99|7.15|0%
2026-01-16|12:01:18|Z|65.0|PUT|2/20/2026|Interval (5 min)|Ask|0|1258|1.25|421K|7%|0/100|2.67|0%
2026-01-16|12:01:39|CAT|670.0|CALL|12/18/2026|Hot Contract|Ask|0|6|12.50|612K|4%|0/100|81.60|0%
